seed,time_s,phase,sample_reason,pump_valve_open,stopcock_open,pump_stroke_count,gas_pressure_kpa,pressure_delta_kpa,gas_temperature_k,wall_temperature_k,gas_amount_ratio,display_pressure_mv,display_temperature_mv,release_open_duration_s
heat-trace-standard-realistic-01,0.1,initial,automatic-u0,false,true,0,101.3,0,298.15,298.15,1,0,1498.7,0
heat-trace-standard-realistic-01,0.2,pumping,pump-stroke,true,false,1,101.30000001,-0.00108146,298.14999998,298.1499917,1,0.04,1498.71,0
heat-trace-standard-realistic-01,0.670588,pumping,pump-stroke,true,false,2,101.67731717,0.37625529,298.26605163,298.15006517,1.003334213,5.76,1498.93,0
heat-trace-standard-realistic-01,1.070588,pumping,periodic,true,false,2,102.05138007,0.75033459,298.37903824,298.15022451,1.006644073,13.26,1499.31,0
heat-trace-standard-realistic-01,1.141176,pumping,pump-stroke,true,false,3,102.05052738,0.74948478,298.37811564,298.15025208,1.006638774,13.54,1499.36,0
heat-trace-standard-realistic-01,1.611765,pumping,pump-stroke,true,false,4,102.42089732,1.11987363,298.48637378,298.15055036,1.009925725,21.52,1499.8,0
heat-trace-standard-realistic-01,2.011765,pumping,periodic,true,false,4,102.79014962,1.48914173,298.59274199,298.15089716,1.013205689,29.14,1500.28,0
heat-trace-standard-realistic-01,2.082353,pumping,pump-stroke,true,false,5,102.78845483,1.48744969,298.59092892,298.15095723,1.013195135,29.14,1500.28,0
heat-trace-standard-realistic-01,2.552941,pumping,pump-stroke,true,false,6,103.15323103,1.85224406,298.69189158,298.15146956,1.016447076,36.89,1500.82,0
heat-trace-standard-realistic-01,3.023529,pumping,periodic,true,false,6,103.51525872,2.21428949,298.78937534,298.15208406,1.019681617,43.99,1501.28,0
heat-trace-standard-realistic-01,3.023529,pumping,pump-stroke,true,false,7,103.51525872,2.21428949,298.78937534,298.15208406,1.019681617,43.99,1501.28,0
heat-trace-standard-realistic-01,3.494118,pumping,pump-stroke,true,false,8,103.87457153,2.57361961,298.88349446,298.15279736,1.022898829,51.39,1501.86,0
heat-trace-standard-realistic-01,3.964706,pumping,pump-stroke,true,false,9,104.23120342,2.93026836,298.97436242,298.15360607,1.026098782,58.4,1502.26,0
heat-trace-standard-realistic-01,4.064706,pumping,periodic,true,false,9,104.60480167,3.30387014,299.08222482,298.15380025,1.029405267,64.1,1502.49,0
heat-trace-standard-realistic-01,4.435294,pumping,pump-stroke,true,false,10,104.58518839,3.28426973,299.06209109,298.15450681,1.029281544,65.64,1502.79,0
heat-trace-standard-realistic-01,4.905882,pumping,pump-stroke,true,false,11,104.93656022,3.63565747,299.14679011,298.15549622,1.032447187,72.53,1503.17,0
heat-trace-standard-realistic-01,5.005882,pumping,periodic,true,false,11,105.30904837,4.00814894,299.25239082,298.15572793,1.035746389,78.21,1503.37,0
heat-trace-standard-realistic-01,5.376471,pumping,pump-stroke,true,false,12,105.28535234,3.984465,299.22856657,298.15657103,1.035595778,79.65,1503.66,0
heat-trace-standard-realistic-01,5.847059,pumping,pump-stroke,true,false,13,105.63159772,4.33072528,299.30752473,298.15772801,1.038727385,86.46,1504.02,0
heat-trace-standard-realistic-01,6.047059,pumping,periodic,true,false,13,105.99550248,4.69463622,299.40358782,298.15825886,1.041971418,93.07,1504.32,0
heat-trace-standard-realistic-01,6.317647,pumping,pump-stroke,true,false,14,105.9753288,4.67447073,299.3837659,298.15896399,1.041842079,93.47,1504.48,0
heat-trace-standard-realistic-01,6.788235,pumping,pump-stroke,true,false,15,106.31657741,5.01573318,299.45738832,298.16027591,1.044939925,100.22,1504.82,0
heat-trace-standard-realistic-01,7.088235,pumping,periodic,true,false,15,106.66985187,5.36901617,299.54238248,298.16116465,1.048114624,107.06,1505.15,0
heat-trace-standard-realistic-01,7.258824,pumping,pump-stroke,true,false,16,106.65537478,5.35454383,299.52848714,298.16166076,1.048020991,107.08,1505.24,0
heat-trace-standard-realistic-01,7.729412,pumping,pump-stroke,true,false,17,106.99175146,5.69093324,299.59715441,298.16311564,1.051085346,113.72,1505.55,0
heat-trace-standard-realistic-01,8.029412,pumping,periodic,true,false,17,107.34195067,6.04114027,299.67870013,298.16409245,1.05423875,120.51,1505.87,0
heat-trace-standard-realistic-01,8.2,pumping,pump-stroke,true,false,18,107.32573735,6.02493129,299.66347911,298.1646377,1.054133055,120.5,1505.95,0
heat-trace-standard-realistic-01,8.28,sealed-stabilizing,pump-valve-close,false,false,18,107.69657718,6.39577314,299.76408036,298.16491156,1.057420382,120.5,1505.95,0
heat-trace-standard-realistic-01,9.08,sealed-stabilizing,periodic,false,false,18,107.67050657,6.36972173,299.69298835,298.16755989,1.057415184,127.41,1506.37,0
heat-trace-standard-realistic-01,10.08,sealed-stabilizing,periodic,false,false,18,107.63965487,6.33889166,299.60894752,298.17065072,1.057408716,126.86,1506.24,0
heat-trace-standard-realistic-01,11.08,sealed-stabilizing,periodic,false,false,18,107.61061717,6.30987296,299.52994601,298.17351278,1.057402279,126.22,1505.88,0
heat-trace-standard-realistic-01,12.08,sealed-stabilizing,periodic,false,false,18,107.58327773,6.28254989,299.45566227,298.17616133,1.057395872,125.67,1505.52,0
heat-trace-standard-realistic-01,13.08,sealed-stabilizing,periodic,false,false,18,107.55752866,6.25681458,299.38579656,298.17861061,1.057389493,125.16,1505.15,0
heat-trace-standard-realistic-01,14.08,sealed-stabilizing,periodic,false,false,18,107.53326935,6.23256649,299.32006937,298.18087392,1.057383139,124.66,1504.83,0
heat-trace-standard-realistic-01,15.08,sealed-stabilizing,periodic,false,false,18,107.51040593,6.20971182,299.25821994,298.18296367,1.057376811,124.26,1504.52,0
heat-trace-standard-realistic-01,16.08,sealed-stabilizing,periodic,false,false,18,107.48885083,6.18816313,299.20000496,298.18489148,1.057370505,123.78,1504.19,0
heat-trace-standard-realistic-01,17.08,sealed-stabilizing,periodic,false,false,18,107.46852229,6.16783877,299.14519732,298.18666817,1.057364221,123.37,1503.9,0
heat-trace-standard-realistic-01,18.08,sealed-stabilizing,periodic,false,false,18,107.44934399,6.14866257,299.09358496,298.18830389,1.057357958,122.99,1503.63,0
heat-trace-standard-realistic-01,19.08,sealed-stabilizing,periodic,false,false,18,107.43124463,6.13056342,299.04496981,298.18980811,1.057351715,122.66,1503.4,0
heat-trace-standard-realistic-01,20.08,sealed-stabilizing,periodic,false,false,18,107.41415759,6.11347489,298.99916683,298.19118967,1.057345489,122.31,1503.16,0
heat-trace-standard-realistic-01,21.08,sealed-stabilizing,periodic,false,false,18,107.39802064,6.09733495,298.95600308,298.19245687,1.057339282,121.98,1502.93,0
heat-trace-standard-realistic-01,22.08,sealed-stabilizing,periodic,false,false,18,107.38277557,6.08208564,298.91531687,298.19361744,1.05733309,121.65,1502.7,0
heat-trace-standard-realistic-01,23.08,sealed-stabilizing,periodic,false,false,18,107.36836798,6.06767277,298.87695705,298.19467864,1.057326914,121.36,1502.5,0
heat-trace-standard-realistic-01,24.08,sealed-stabilizing,periodic,false,false,18,107.35474695,6.0540457,298.84078219,298.19564722,1.057320753,121.11,1502.33,0
heat-trace-standard-realistic-01,25.08,sealed-stabilizing,periodic,false,false,18,107.34186486,6.04115708,298.80665999,298.19652953,1.057314605,120.86,1502.15,0
heat-trace-standard-realistic-01,26.08,sealed-stabilizing,periodic,false,false,18,107.32967715,6.0289626,298.77446662,298.19733149,1.057308471,120.6,1501.98,0
heat-trace-standard-realistic-01,27.08,sealed-stabilizing,periodic,false,false,18,107.31814208,6.01742083,298.74408618,298.19805864,1.057302348,120.35,1501.81,0
heat-trace-standard-realistic-01,28.08,sealed-stabilizing,periodic,false,false,18,107.3072206,6.00649298,298.71541011,298.19871617,1.057296238,120.13,1501.66,0
heat-trace-standard-realistic-01,29.08,sealed-stabilizing,periodic,false,false,18,107.29687609,5.99614274,298.68833675,298.19930891,1.057290139,119.95,1501.53,0
heat-trace-standard-realistic-01,30.08,sealed-stabilizing,periodic,false,false,18,107.28707428,5.9863361,298.66277084,298.19984139,1.05728405,119.75,1501.4,0
heat-trace-standard-realistic-01,31.08,sealed-stabilizing,periodic,false,false,18,107.27778303,5.97704122,298.63862312,298.20031785,1.057277971,119.56,1501.27,0
heat-trace-standard-realistic-01,32.08,sealed-stabilizing,periodic,false,false,18,107.26897223,5.96822826,298.61580992,298.20074223,1.057271902,119.37,1501.14,0
heat-trace-standard-realistic-01,33.08,sealed-stabilizing,periodic,false,false,18,107.26061363,5.95986926,298.59425279,298.20111823,1.057265842,119.2,1501.02,0
heat-trace-standard-realistic-01,34.08,sealed-stabilizing,periodic,false,false,18,107.25268075,5.95193797,298.57387814,298.20144928,1.05725979,119.02,1500.91,0
heat-trace-standard-realistic-01,35.08,sealed-stabilizing,periodic,false,false,18,107.24514875,5.94440982,298.55461695,298.20173862,1.057253746,118.86,1500.81,0
heat-trace-standard-realistic-01,36.08,sealed-stabilizing,periodic,false,false,18,107.23799431,5.93726173,298.53640447,298.20198922,1.05724771,118.79,1500.67,0
heat-trace-standard-realistic-01,37.08,sealed-stabilizing,periodic,false,false,18,107.23119555,5.93047203,298.5191799,298.20220388,1.057241681,118.62,1500.64,0
heat-trace-standard-realistic-01,38.08,sealed-stabilizing,periodic,false,false,18,107.22473193,5.92402039,298.50288618,298.20238521,1.057235659,118.49,1500.56,0
heat-trace-standard-realistic-01,39.08,sealed-stabilizing,periodic,false,false,18,107.21858416,5.9178877,298.48746972,298.20253562,1.057229644,118.36,1500.47,0
heat-trace-standard-realistic-01,40.08,sealed-stabilizing,periodic,false,false,18,107.21273413,5.91205601,298.47288021,298.20265736,1.057223635,118.24,1500.39,0
heat-trace-standard-realistic-01,41.08,sealed-stabilizing,periodic,false,false,18,107.20716482,5.90650844,298.45907035,298.20275253,1.057217631,118.18,1500.26,0
heat-trace-standard-realistic-01,42.08,sealed-stabilizing,periodic,false,false,18,107.20186023,5.90122913,298.44599573,298.20282306,1.057211634,118.03,1500.26,0
heat-trace-standard-realistic-01,43.08,sealed-stabilizing,periodic,false,false,18,107.19680533,5.89620312,298.43361457,298.20287075,1.057205642,117.93,1500.19,0
heat-trace-standard-realistic-01,44.08,sealed-stabilizing,periodic,false,false,18,107.19198599,5.89141636,298.42188763,298.20289726,1.057199655,117.83,1500.13,0
heat-trace-standard-realistic-01,45.08,sealed-stabilizing,periodic,false,false,18,107.18738893,5.8868556,298.41077798,298.20290414,1.057193672,117.73,1500.07,0
heat-trace-standard-realistic-01,46.08,sealed-stabilizing,periodic,false,false,18,107.18300163,5.88250835,298.4002509,298.2028928,1.057187695,117.7,1499.96,0
heat-trace-standard-realistic-01,47.08,sealed-stabilizing,periodic,false,false,18,107.17881234,5.87836284,298.39027372,298.20286456,1.057181722,117.57,1499.97,0
heat-trace-standard-realistic-01,48.08,sealed-stabilizing,periodic,false,false,18,107.17481,5.87440797,298.3808157,298.20282062,1.057175753,117.49,1499.92,0
heat-trace-standard-realistic-01,49.08,sealed-stabilizing,periodic,false,false,18,107.17098419,5.87063325,298.37184789,298.20276209,1.057169788,117.41,1499.87,0
heat-trace-standard-realistic-01,50.08,sealed-stabilizing,periodic,false,false,18,107.1673251,5.86702879,298.36334307,298.20269,1.057163827,117.34,1499.82,0
heat-trace-standard-realistic-01,51.08,sealed-stabilizing,periodic,false,false,18,107.16382349,5.86358523,298.35527556,298.20260526,1.05715787,117.31,1499.72,0
heat-trace-standard-realistic-01,52.08,sealed-stabilizing,periodic,false,false,18,107.16047067,5.86029373,298.34762122,298.20250874,1.057151916,117.21,1499.75,0
heat-trace-standard-realistic-01,53.08,sealed-stabilizing,periodic,false,false,18,107.15725845,5.85714592,298.34035727,298.20240121,1.057145966,117.15,1499.71,0
heat-trace-standard-realistic-01,54.08,sealed-stabilizing,periodic,false,false,18,107.15417909,5.85413388,298.33346225,298.20228338,1.057140018,117.08,1499.67,0
heat-trace-standard-realistic-01,55.08,sealed-stabilizing,periodic,false,false,18,107.15122532,5.85125012,298.32691595,298.20215589,1.057134074,117.02,1499.63,0
heat-trace-standard-realistic-01,56.08,sealed-stabilizing,periodic,false,false,18,107.14839027,5.84848754,298.3206993,298.20201931,1.057128133,117.01,1499.54,0
heat-trace-standard-realistic-01,57.08,sealed-stabilizing,periodic,false,false,18,107.14566748,5.8458394,298.31479432,298.20187418,1.057122195,116.92,1499.57,0
heat-trace-standard-realistic-01,58.08,sealed-stabilizing,periodic,false,false,18,107.14305084,5.84329932,298.30918404,298.20172097,1.057116259,116.87,1499.54,0
heat-trace-standard-realistic-01,59.08,sealed-stabilizing,periodic,false,false,18,107.14053458,5.84086126,298.30385247,298.2015601,1.057110326,116.81,1499.51,0
heat-trace-standard-realistic-01,60.08,sealed-stabilizing,periodic,false,false,18,107.13811328,5.83851945,298.29878452,298.20139194,1.057104396,116.76,1499.49,0
heat-trace-standard-realistic-01,61.08,sealed-stabilizing,periodic,false,false,18,107.1357818,5.83626846,298.29396592,298.20121685,1.057098467,116.76,1499.4,0
heat-trace-standard-realistic-01,62.08,sealed-stabilizing,periodic,false,false,18,107.1335353,5.83410311,298.28938322,298.20103511,1.057092542,116.68,1499.44,0
heat-trace-standard-realistic-01,63.08,sealed-stabilizing,periodic,false,false,18,107.13136921,5.83201849,298.28502371,298.200847,1.057086618,116.64,1499.42,0
heat-trace-standard-realistic-01,64.08,sealed-stabilizing,periodic,false,false,18,107.1292792,5.83000992,298.2808754,298.20065275,1.057080696,116.59,1499.4,0
heat-trace-standard-realistic-01,65.08,sealed-stabilizing,periodic,false,false,18,107.12726119,5.82807298,298.27692695,298.20045258,1.057074777,116.56,1499.37,0
heat-trace-standard-realistic-01,66.08,sealed-stabilizing,periodic,false,false,18,107.12531133,5.82620346,298.27316763,298.20024666,1.057068859,116.52,1499.37,0
heat-trace-standard-realistic-01,67.08,sealed-stabilizing,periodic,false,false,18,107.12342597,5.82439737,298.26958733,298.20003516,1.057062944,116.49,1499.34,0
heat-trace-standard-realistic-01,68.08,sealed-stabilizing,periodic,false,false,18,107.12160167,5.8226509,298.26617647,298.19981821,1.05705703,116.45,1499.32,0
heat-trace-standard-realistic-01,69.08,sealed-stabilizing,periodic,false,false,18,107.11983517,5.82096046,298.26292601,298.19959595,1.057051118,116.41,1499.3,0
heat-trace-standard-realistic-01,70.08,sealed-stabilizing,periodic,false,false,18,107.11812339,5.81932264,298.25982738,298.19936848,1.057045208,116.38,1499.29,0
heat-trace-standard-realistic-01,71.08,sealed-stabilizing,periodic,false,false,18,107.11646341,5.81773419,298.25687248,298.1991359,1.0570393,116.34,1499.28,0
heat-trace-standard-realistic-01,72.08,sealed-stabilizing,periodic,false,false,18,107.11485248,5.81619206,298.25405367,298.19889829,1.057033393,116.32,1499.26,0
heat-trace-standard-realistic-01,73.08,sealed-stabilizing,periodic,false,false,18,107.11328799,5.81469332,298.2513637,298.19865574,1.057027487,116.29,1499.24,0
heat-trace-standard-realistic-01,74.08,sealed-stabilizing,periodic,false,false,18,107.11176748,5.81323524,298.2487957,298.19840832,1.057021584,116.26,1499.23,0
heat-trace-standard-realistic-01,75.08,sealed-stabilizing,periodic,false,false,18,107.1102886,5.81181521,298.24634319,298.19815609,1.057015681,116.23,1499.22,0
heat-trace-standard-realistic-01,76.08,sealed-stabilizing,periodic,false,false,18,107.10884915,5.81043078,298.24400003,298.19789911,1.057009781,116.2,1499.22,0
heat-trace-standard-realistic-01,77.08,sealed-stabilizing,periodic,false,false,18,107.10744703,5.80907963,298.2417604,298.19763745,1.057003881,116.18,1499.19,0
heat-trace-standard-realistic-01,78.08,sealed-stabilizing,periodic,false,false,18,107.10608027,5.80775959,298.23961879,298.19737116,1.056997983,116.15,1499.18,0
heat-trace-standard-realistic-01,79.08,sealed-stabilizing,periodic,false,false,18,107.10474699,5.8064686,298.23757,298.19710032,1.056992086,116.12,1499.17,0
heat-trace-standard-realistic-01,80.08,sealed-stabilizing,periodic,false,false,18,107.1034454,5.80520473,298.23560909,298.19682497,1.056986191,116.1,1499.16,0
heat-trace-standard-realistic-01,81.08,sealed-stabilizing,periodic,false,false,18,107.10217384,5.80396618,298.23373138,298.1965452,1.056980297,116.07,1499.16,0
heat-trace-standard-realistic-01,82.08,sealed-stabilizing,periodic,false,false,18,107.1009307,5.80275126,298.23193244,298.19626106,1.056974404,116.05,1499.14,0
heat-trace-standard-realistic-01,83.08,sealed-stabilizing,periodic,false,false,18,107.09971448,5.80155839,298.23020809,298.19597263,1.056968513,116.03,1499.13,0
heat-trace-standard-realistic-01,84.08,sealed-stabilizing,periodic,false,false,18,107.09852375,5.80038611,298.22855435,298.19567999,1.056962622,116,1499.12,0
heat-trace-standard-realistic-01,85.08,sealed-stabilizing,periodic,false,false,18,107.09735716,5.79923304,298.22696747,298.19538323,1.056956733,115.98,1499.12,0
heat-trace-standard-realistic-01,86.08,sealed-stabilizing,periodic,false,false,18,107.09621342,5.79809792,298.22544388,298.19508244,1.056950845,115.95,1499.12,0
heat-trace-standard-realistic-01,87.08,sealed-stabilizing,periodic,false,false,18,107.09509132,5.79697958,298.22398021,298.19477773,1.056944959,115.94,1499.1,0
heat-trace-standard-realistic-01,88.08,sealed-stabilizing,periodic,false,false,18,107.09398972,5.79587694,298.22257327,298.19446918,1.056939073,115.91,1499.09,0
heat-trace-standard-realistic-01,89.08,sealed-stabilizing,periodic,false,false,18,107.09290753,5.79478902,298.22122004,298.19415693,1.056933189,115.89,1499.09,0
heat-trace-standard-realistic-01,90.08,sealed-stabilizing,periodic,false,false,18,107.09184371,5.79371491,298.21991765,298.19384108,1.056927305,115.87,1499.08,0
heat-trace-standard-realistic-01,91.08,sealed-stabilizing,periodic,false,false,18,107.09079729,5.79265378,298.2186634,298.19352178,1.056921423,115.84,1499.09,0
heat-trace-standard-realistic-01,92.08,sealed-stabilizing,periodic,false,false,18,107.08976736,5.79160488,298.21745472,298.19319915,1.056915542,115.83,1499.07,0
heat-trace-standard-realistic-01,93.08,sealed-stabilizing,periodic,false,false,18,107.08875303,5.79056754,298.21628918,298.19287333,1.056909662,115.81,1499.06,0
heat-trace-standard-realistic-01,94.08,sealed-stabilizing,periodic,false,false,18,107.08775349,5.78954114,298.21516451,298.19254449,1.056903783,115.78,1499.06,0
heat-trace-standard-realistic-01,95.08,sealed-stabilizing,periodic,false,false,18,107.08676795,5.78852516,298.21407851,298.19221277,1.056897905,115.76,1499.05,0
heat-trace-standard-realistic-01,96.08,sealed-stabilizing,periodic,false,false,18,107.08579567,5.78751909,298.21302914,298.19187834,1.056892028,115.74,1499.06,0
heat-trace-standard-realistic-01,97.08,sealed-stabilizing,periodic,false,false,18,107.08483596,5.78652252,298.21201447,298.19154136,1.056886152,115.73,1499.04,0
heat-trace-standard-realistic-01,98.08,sealed-stabilizing,periodic,false,false,18,107.08388816,5.78553508,298.21103265,298.19120203,1.056880277,115.71,1499.04,0
heat-trace-standard-realistic-01,99.08,sealed-stabilizing,periodic,false,false,18,107.08295164,5.78455642,298.21008196,298.19086051,1.056874403,115.68,1499.03,0
heat-trace-standard-realistic-01,100.08,sealed-stabilizing,periodic,false,false,18,107.08202582,5.78358628,298.20916076,298.19051698,1.056868531,115.67,1499.03,0
heat-trace-standard-realistic-01,101.08,sealed-stabilizing,periodic,false,false,18,107.08111013,5.78262442,298.20826751,298.19017165,1.056862659,115.64,1499.03,0
heat-trace-standard-realistic-01,102.08,sealed-stabilizing,periodic,false,false,18,107.08020407,5.78167062,298.20740074,298.1898247,1.056856788,115.63,1499.02,0
heat-trace-standard-realistic-01,103.08,sealed-stabilizing,periodic,false,false,18,107.07930712,5.78072471,298.2065591,298.18947633,1.056850918,115.61,1499.01,0
heat-trace-standard-realistic-01,104.08,sealed-stabilizing,periodic,false,false,18,107.07841883,5.77978656,298.20574127,298.18912673,1.056845049,115.59,1499.01,0
heat-trace-standard-realistic-01,105.08,sealed-stabilizing,periodic,false,false,18,107.07753875,5.77885605,298.20494604,298.1887761,1.056839181,115.57,1499,0
heat-trace-standard-realistic-01,106.08,sealed-stabilizing,periodic,false,false,18,107.07666648,5.77793307,298.20417226,298.18842465,1.056833314,115.55,1499.01,0
heat-trace-standard-realistic-01,107.08,sealed-stabilizing,periodic,false,false,18,107.07580162,5.77701756,298.20341884,298.18807256,1.056827448,115.54,1499,0
heat-trace-standard-realistic-01,108.08,sealed-stabilizing,periodic,false,false,18,107.0749438,5.77610944,298.20268476,298.18772004,1.056821583,115.52,1498.99,0
heat-trace-standard-realistic-01,109.08,sealed-stabilizing,periodic,false,false,18,107.07409268,5.77520867,298.20196907,298.18736728,1.056815719,115.49,1498.99,0
heat-trace-standard-realistic-01,110.08,sealed-stabilizing,periodic,false,false,18,107.07324793,5.77431519,298.20127085,298.18701448,1.056809856,115.48,1498.98,0
heat-trace-standard-realistic-01,111.08,sealed-stabilizing,periodic,false,false,18,107.07240925,5.77342898,298.20058927,298.18666182,1.056803994,115.46,1498.99,0
heat-trace-standard-realistic-01,112.08,sealed-stabilizing,periodic,false,false,18,107.07157635,5.77254999,298.19992352,298.1863095,1.056798133,115.45,1498.98,0
heat-trace-standard-realistic-01,113.08,sealed-stabilizing,periodic,false,false,18,107.07074897,5.77167817,298.19927285,298.18595768,1.056792272,115.43,1498.98,0
heat-trace-standard-realistic-01,114.08,sealed-stabilizing,periodic,false,false,18,107.06992684,5.7708135,298.19863656,298.18560656,1.056786413,115.41,1498.97,0
heat-trace-standard-realistic-01,115.08,sealed-stabilizing,periodic,false,false,18,107.06910972,5.76995593,298.19801399,298.18525629,1.056780554,115.39,1498.97,0
heat-trace-standard-realistic-01,116.08,sealed-stabilizing,periodic,false,false,18,107.06829741,5.76910539,298.19740452,298.18490703,1.056774696,115.37,1498.98,0
heat-trace-standard-realistic-01,117.08,sealed-stabilizing,periodic,false,false,18,107.06748968,5.76826182,298.19680757,298.18455896,1.056768839,115.36,1498.96,0
heat-trace-standard-realistic-01,118.08,sealed-stabilizing,periodic,false,false,18,107.06668633,5.76742514,298.19622258,298.1842122,1.056762983,115.34,1498.96,0
heat-trace-standard-realistic-01,119.08,sealed-stabilizing,periodic,false,false,18,107.06588719,5.76659527,298.19564905,298.18386691,1.056757128,115.32,1498.96,0
heat-trace-standard-realistic-01,120.08,sealed-stabilizing,periodic,false,false,18,107.06509208,5.7657721,298.1950865,298.1835232,1.056751274,115.31,1498.95,0
heat-trace-standard-realistic-01,121.08,sealed-stabilizing,periodic,false,false,18,107.06430084,5.76495551,298.19453447,298.1831812,1.056745421,115.29,1498.96,0
heat-trace-standard-realistic-01,122.08,sealed-stabilizing,periodic,false,false,18,107.06351332,5.76414537,298.19399254,298.18284103,1.056739568,115.28,1498.95,0
heat-trace-standard-realistic-01,123.08,sealed-stabilizing,periodic,false,false,18,107.06272936,5.76334151,298.19346032,298.18250277,1.056733716,115.26,1498.95,0
heat-trace-standard-realistic-01,124.08,sealed-stabilizing,periodic,false,false,18,107.06194884,5.76254378,298.19293742,298.18216653,1.056727865,115.24,1498.94,0
heat-trace-standard-realistic-01,125.08,sealed-stabilizing,periodic,false,false,18,107.06117163,5.76175197,298.1924235,298.18183237,1.056722015,115.23,1498.94,0
heat-trace-standard-realistic-01,126.08,sealed-stabilizing,periodic,false,false,18,107.0603976,5.7609659,298.19191823,298.18150037,1.056716166,115.21,1498.95,0
heat-trace-standard-realistic-01,127.08,sealed-stabilizing,periodic,false,false,18,107.05962666,5.76018532,298.19142129,298.18117059,1.056710318,115.2,1498.94,0
heat-trace-standard-realistic-01,128.08,sealed-stabilizing,periodic,false,false,18,107.05885868,5.75941001,298.19093239,298.18084307,1.05670447,115.18,1498.93,0
heat-trace-standard-realistic-01,129.08,sealed-stabilizing,periodic,false,false,18,107.05809358,5.7586397,298.19045126,298.18051785,1.056698623,115.18,1498.94,0
heat-trace-standard-realistic-01,130.08,sealed-stabilizing,periodic,false,false,18,107.05733125,5.75787413,298.18997762,298.18019496,1.056692777,115.15,1498.93,0
heat-trace-standard-realistic-01,131.08,sealed-stabilizing,periodic,false,false,18,107.05657161,5.757113,298.18951123,298.17987439,1.056686932,115.14,1498.93,0
heat-trace-standard-realistic-01,132.08,sealed-stabilizing,periodic,false,false,18,107.05581456,5.75635602,298.18905186,298.17955617,1.056681088,115.12,1498.92,0
heat-trace-standard-realistic-01,133.08,sealed-stabilizing,periodic,false,false,18,107.05506004,5.75560288,298.18859927,298.17924028,1.056675244,115.11,1498.92,0
heat-trace-standard-realistic-01,134.08,sealed-stabilizing,periodic,false,false,18,107.05430795,5.75485326,298.18815326,298.17892671,1.056669401,115.1,1498.93,0
heat-trace-standard-realistic-01,135.08,sealed-stabilizing,periodic,false,false,18,107.05355823,5.75410682,298.18771361,298.17861542,1.056663559,115.08,1498.92,0
heat-trace-standard-realistic-01,136.08,sealed-stabilizing,periodic,false,false,18,107.05281081,5.75336323,298.18728013,298.17830639,1.056657718,115.06,1498.91,0
heat-trace-standard-realistic-01,137.08,sealed-stabilizing,periodic,false,false,18,107.05206562,5.75262215,298.18685264,298.17799957,1.056651877,115.05,1498.91,0
heat-trace-standard-realistic-01,138.08,sealed-stabilizing,periodic,false,false,18,107.05132258,5.75188322,298.18643094,298.1776949,1.056646037,115.03,1498.91,0
heat-trace-standard-realistic-01,139.08,sealed-stabilizing,periodic,false,false,18,107.05058165,5.75114611,298.18601487,298.17739233,1.056640198,115.03,1498.92,0
heat-trace-standard-realistic-01,140.08,sealed-stabilizing,periodic,false,false,18,107.04984275,5.75041047,298.18560425,298.17709178,1.05663436,115,1498.91,0
heat-trace-standard-realistic-01,141.08,sealed-stabilizing,periodic,false,false,18,107.04910583,5.74967595,298.18519891,298.17679319,1.056628523,114.99,1498.9,0
heat-trace-standard-realistic-01,142.08,sealed-stabilizing,periodic,false,false,18,107.04837082,5.74894221,298.18479869,298.17649646,1.056622686,114.97,1498.9,0
heat-trace-standard-realistic-01,143.08,sealed-stabilizing,periodic,false,false,18,107.04763768,5.74820893,298.18440344,298.17620153,1.05661685,114.96,1498.9,0
heat-trace-standard-realistic-01,144.08,sealed-stabilizing,periodic,false,false,18,107.04690634,5.74747578,298.184013,298.17590829,1.056611015,114.95,1498.91,0
heat-trace-standard-realistic-01,145.08,sealed-stabilizing,periodic,false,false,18,107.04617675,5.74674245,298.18362722,298.17561666,1.05660518,114.93,1498.9,0
heat-trace-standard-realistic-01,146.08,sealed-stabilizing,periodic,false,false,18,107.04544886,5.74600864,298.18324595,298.17532653,1.056599347,114.91,1498.89,0
heat-trace-standard-realistic-01,147.08,sealed-stabilizing,periodic,false,false,18,107.04472262,5.74527407,298.18286904,298.17503781,1.056593514,114.9,1498.89,0
heat-trace-standard-realistic-01,148.08,sealed-stabilizing,periodic,false,false,18,107.04399797,5.74453847,298.18249636,298.17475041,1.056587682,114.89,1498.89,0
heat-trace-standard-realistic-01,149.08,sealed-stabilizing,periodic,false,false,18,107.04327487,5.7438016,298.18212775,298.17446421,1.05658185,114.88,1498.9,0
heat-trace-standard-realistic-01,150.08,sealed-stabilizing,periodic,false,false,18,107.04255325,5.74306323,298.18176308,298.17417913,1.05657602,114.86,1498.89,0
heat-trace-standard-realistic-01,151.08,sealed-stabilizing,periodic,false,false,18,107.04183309,5.74232315,298.18140222,298.17389506,1.05657019,114.84,1498.88,0
heat-trace-standard-realistic-01,152.08,sealed-stabilizing,periodic,false,false,18,107.04111432,5.74158118,298.18104502,298.17361192,1.056564361,114.83,1498.88,0
heat-trace-standard-realistic-01,153.08,sealed-stabilizing,periodic,false,false,18,107.04039689,5.74083716,298.18069136,298.17332959,1.056558533,114.81,1498.88,0
heat-trace-standard-realistic-01,154.08,sealed-stabilizing,periodic,false,false,18,107.03968077,5.74009096,298.18034109,298.17304801,1.056552705,114.81,1498.89,0
